Rank,Account,Character,Class,Level,Experience,Dead
403,Nluts,nluts_EndlessHeistHCSSF,Slayer,87,1535768489,Dead
404,zakkenyo,BrainLetYareYare,Champion,87,1528174595,Dead
405,OnlySlightlyBent,IGottaGo,Chieftain,87,1524649488,Dead
406,Feetlocker,NeemNogEenHeisChief,Chieftain,87,1522848055,Dead
407,Yosi4567,PepoBleeds,Gladiator,87,1520275905,Dead
408,Doomzer,dr_voidrunner,Saboteur,87,1519130326,Dead
409,whippoorwill,HCHeistIWillDie,Trickster,87,1519130326,Dead
410,HaroldPinter,Templausible,Inquisitor,86,1514733280,
411,Abax11,ChupameLaPijaFibertel,Raider,86,1497982145,Dead
412,syuugu,SEndlessHeistLastOne,Elementalist,86,1456068072,Dead
413,Luluguy,PiotrZlodziejczak,Pathfinder,86,1451404698,
414,Flectronic,돌아온할배의첫번째꿈,Guardian,86,1445447490,Dead
415,KoopaSlayer,KoopaEndlessDocLeave,Necromancer,86,1441177766,
416,Wotiki,TonkoCock,Pathfinder,86,1437897972,Dead
417,cantagalo,SpikeProtunde,Assassin,86,1435797506,Dead
418,Mechkov,PlayLifePAIN,Raider,86,1434380270,
419,njansen,OlleHeistHexe,Necromancer,86,1428484223,Dead
420,Kistenengel,PanicEndlessDoors,Elementalist,86,1420825806,Dead
421,Aestryl,shitgame__,Berserker,86,1419414261,Dead
422,Ventrua,HCㆍTradeㆍAtlasㆍInvasion,Guardian,86,1412458463,
423,DreamTheory,DreamsHeister,Ascendant,86,1410861893,Dead
424,Hevoxx,HvxWatt,Inquisitor,86,1408899407,Dead
425,1EuroHeld,HighStakesDom,Guardian,86,1408514412,
426,skîm,thgznzhtfgzhtgf,Trickster,86,1405049432,Dead
427,waytoopeter,watawt,Trickster,86,1403467182,Dead
428,Keere,RoodPainEleDood,Elementalist,86,1400795257,Dead
429,playagain,EndlessHeistChampTwo,Champion,86,1400795257,Dead
430,Arcisto,ArcistoGoAgane,Champion,85,1394500973,
431,Dodeface,StealingYourGirl,Necromancer,85,1394119597,
432,J_Hemp,Hemp_GameFroze,Saboteur,85,1384903734,Dead
433,Gachimuchi_Eternal,VlaDICK_Slayer_GOD,Slayer,85,1384173809,Dead
434,Poiuytr133,SMASHLIKEANDSUBSCRIBE,Guardian,85,1377428961,Dead
435,kotecekk,ANTI_VAXX_Cesarion_vII,Occultist,85,1376703870,
436,riarage,Frigdiig_Heist,Occultist,85,1375476007,
437,MightyG_,MightyG_EndlesPainChamp,Gladiator,85,1373439624,
438,s3pulba,DoorEnjoyer,Raider,85,1369947218,Dead
439,Wolfgang0,WolleExs,Trickster,85,1366429208,
440,Sioringas,Connor_Heist,Trickster,85,1365357778,Dead
441,Fanatyk84,Arcade_HeistaI,Hierophant,85,1364386949,Dead
442,TTVxalxixinha,xalxixinhakekeke,Occultist,85,1362491705,Dead
443,Jillian,FaithfulStrength,Chieftain,85,1359268959,Dead
444,xD0ITx,Blubb_Heisting,Gladiator,85,1359156811,
445,manlybanger,SSFHowmuchasswouldanass,Assassin,85,1354296858,Dead
446,basloxx,basloheist,Guardian,85,1353456497,
447,newelement,O_MEG_A,Saboteur,85,1353346898,Dead
448,Stealthwing,EndlessBleedingPenisX,Gladiator,85,1349465620,
449,myofee,Akizarendlessdoors,Champion,85,1348821833,Dead
450,Killfaith,EndlessDomination,Guardian,85,1343039319,Dead
451,Alrigen,Ptwma,Necromancer,85,1342816630,
452,Grusgrabben,Xtreeme_Heister,Occultist,85,1341668360,
453,ErulissePoE,KrangleEye,Deadeye,85,1337819195,Dead
454,RealLifePleb,plebdocArrive,Inquisitor,85,1337433026,Dead
455,awilmoth04,rrTRAPQUEEN,Raider,85,1335362839,Dead
456,yungsoerensen,ㆍNiceㆍDoorblockㆍBrosㆍ,Champion,85,1334357524,
457,sims5568,노무현은살아있어용,Inquisitor,85,1333019771,
458,Geby_Overlord,THETWOTIMERRETURNS,Inquisitor,85,1330578117,Dead
459,AlmightyScience,AlmightyBlock,Gladiator,85,1326800777,Dead
460,zthemester,ziDPSㆍEndelss,Occultist,85,1324750995,
461,MODERNDEFENDER,ᅌᅌᅌTHEᅌBORGᅌQUEENᅌᅌᅌ,Occultist,85,1323333099,Dead
462,DarkShaggy,CoolooC,Inquisitor,85,1320701990,
463,Lume1,bigwilliesadeg,Necromancer,85,1317202635,
464,kubcok,YakobooEH,Inquisitor,85,1315236651,
465,Spiderland,pljachkashica,Occultist,85,1314829411,
466,JaySinn,ShockPosts,Hierophant,85,1314628770,Dead
467,JobuNabidabi,KissMyGritsMel,Gladiator,85,1313502575,
468,dissidentvip,JeanCloudVanChaos,Champion,85,1312570775,
469,Astranim,СРАЧ_В_ПОЕ,Guardian,85,1312020310,
470,HueMillion,탈강한무,Occultist,85,1310610476,Dead
471,Aveen_,AvnTotemMcStolem,Hierophant,85,1310220731,Dead
472,mimurtoise,gyjhjjg,Occultist,85,1309815655,Dead
473,forkzftw,DDBoj,Juggernaut,85,1307504680,
474,halt_,HaltOrbs,Raider,85,1307504236,
475,AlyPunk,HaruButTheXIsSilent,Ascendant,85,1306545978,
476,Gearborn,EndHeistBornTheFirst,Saboteur,85,1306401802,
477,lovetokiss88,Knoc_Knoc_K,Raider,85,1305875570,
478,exultheinsane,Exul_hates_doors,Inquisitor,85,1304595123,Dead
479,Hatq,NotSrslyHeist,Slayer,85,1303998729,Dead
480,Marciello,TiVowfRsCV,Inquisitor,85,1303835267,
481,지능범,지능범이호기,Berserker,85,1302308699,Dead
482,evaldasltt,amazonwitch,Elementalist,85,1301409107,
483,Path_of_Magus,Arhat,Gladiator,85,1299207052,
484,Edzmisz,MocniejszyKnur,Inquisitor,85,1298646367,
485,Espedingens,EspeThief,Ascendant,85,1298425423,
486,Alavar,Floki_Unhinged,Inquisitor,85,1297983083,
487,Rudy_Gonzalez,Rudy_Gonzalez,Inquisitor,85,1297479388,
488,theyaint,bleedyman_jr,Gladiator,85,1295803521,
489,Costovich,Cost_Scion,Ascendant,85,1295182959,Dead
490,DzikiRaf,Buteleczka_Heist,Pathfinder,85,1295071671,
491,chabum,_Cringilla_,Necromancer,85,1292429107,
492,kvarg,HireSpeed,Pathfinder,85,1292193781,
493,Ellundryl,BaneIsTheOnlyCalling,Occultist,85,1292152780,Dead
494,screamindonkey55,endlessHeist_scream,Gladiator,85,1291867705,
495,chromengel,fasdfkasopdifka,Necromancer,85,1291595021,
496,dotung321,DoTung_EndHeist,Gladiator,85,1291323473,Dead
497,syuugu,SEndlessHeistGoAgain,Elementalist,85,1291270350,Dead
498,0000,Isenlen,Ascendant,85,1291270350,Dead
499,KeeperSG,KeeperVD,Necromancer,85,1291270350,Dead
500,Alzheimer1,DDIgniteElementalist,Elementalist,85,1291270350,Dead
501,LivedMan,poetworessurected,Gladiator,84,1277326946,Dead
502,atazoid_,xxxxxzzzZZZZXZXZZZZ,Elementalist,84,1276724309,Dead
503,browe,whatitemsdoihave,Ascendant,84,1275948072,Dead
504,ErulissePoE,KrangleEyeTheSecond,Deadeye,84,1274930517,Dead
505,khor658,KhorWaitsToOpenDoor,Occultist,84,1271708531,Dead
506,spemeri,dasfdkmsmfkldsfnms,Ascendant,84,1271646419,Dead
507,alepgxD,Aamolaspuertas,Saboteur,84,1270134964,Dead
508,IzuveR,HeistPopPop,Necromancer,84,1267281963,Dead
509,D_A_N_G_E_R,RHINOTHEDOORII,Gladiator,84,1261766122,Dead
510,derris_,TwitchTV_hsdff,Pathfinder,84,1259620933,Dead
511,diablofred94,Fred_OneTrickPoney,Saboteur,84,1252156112,Dead
512,stheno,domipetteri,Guardian,84,1246675220,Dead
513,MonkeySuicide,Vlastelingus,Saboteur,84,1238401655,Dead
514,amdilol,amdi_endless,Assassin,84,1238023574,
515,jxn,jxnHeistXpBuffed,Saboteur,84,1237913227,Dead
516,hieizn,muimmk,Saboteur,84,1236005998,Dead
517,Draegnarrr,BonkBonkPressVBonkBonk,Berserker,84,1235114548,Dead
518,kaqta,superSi_H,Necromancer,84,1228725706,Dead
519,_Ntropy,CorpseStealerTropy,Chieftain,84,1225478692,Dead
520,happytrout,evetricia,Deadeye,84,1225236080,
521,NiamsteR,NiamHeist,Raider,84,1224585693,Dead
522,KloZombi,KloFeuer,Ascendant,84,1222365671,
523,Swords36,HeistSnore,Raider,84,1219947482,
524,Velari,Xiurong,Ascendant,84,1213929404,Dead
525,Dgram,다시한번하코,Gladiator,84,1207368317,Dead
526,Outspoken2,캣머스,Elementalist,84,1206285967,Dead
527,ElCheSaikano,_POR_LA_PTM_,Hierophant,84,1206049803,Dead
528,zerohourcalm,celestialbongrip,Hierophant,84,1205062400,Dead
529,HopHei,Only_HC_HeistWitch,Occultist,84,1203758188,Dead
530,Davsht,BUZZZZZ_WB,Occultist,84,1202764042,Dead
531,Ranggarn,Ranggarn_เพนแช้มพ์,Ascendant,84,1200596525,Dead
532,blorenzo,GOaAgainBlo,Inquisitor,84,1195855752,Dead
533,NorrlandXX,Heist_Schismatron_Flick,Raider,84,1189918242,Dead
534,라구나,라구나____,Chieftain,84,1189918242,Dead
535,ZoranHT,HeistingInMyAss,Gladiator,84,1189918242,Dead
536,GoKhai,Berserkhai,Berserker,83,1181703681,
537,figarotokii,RRRulioSpins,Inquisitor,83,1176185937,Dead
538,OrbTrader,CoffeeDiesInHC,Gladiator,83,1175495036,Dead
539,Stynka,ChristmasSpiritTide,Elementalist,83,1173295486,Dead
540,nerva2018,EH_DDd,Inquisitor,83,1172440322,Dead
541,forkzftw,BojHeCF,Gladiator,83,1167315017,Dead
542,뭘로하지,지옥에돌아왔다,Elementalist,83,1164817259,Dead
543,theyaint,screaming_dingus,Berserker,83,1159770892,Dead
544,Hazex11,Hazxszxzzz,Hierophant,83,1159618566,Dead
545,Nonnikrummi,anotherexplosionarro,Ascendant,83,1155592556,Dead
546,DDooe,찍먹하코,Champion,83,1152600010,
547,nickbudnev,q_fun,Necromancer,83,1151662686,
548,Gantzerino,GantzerH,Champion,83,1146584770,Dead
549,MysticArchangel,ioerhjbgfg,Champion,83,1146071137,
550,Donozoser,Dono_SumOne,Guardian,83,1142303110,Dead
551,mountainpig,Endless_Heist_SesTrap,Saboteur,83,1142210432,Dead
552,Shnigagaming,dacbingchilling,Trickster,83,1137676803,Dead
553,nimroz,hehehehenesys,Assassin,83,1137262674,Dead
554,persian9,persiheistiii,Necromancer,83,1129587150,Dead
555,toeflippn,Spinach_soup,Gladiator,83,1128935673,Dead
556,Pillsbury_Doughboy,Micheletto_Corella,Juggernaut,83,1122680667,Dead
557,allgameru,BloomBabushka,Assassin,83,1115563607,
558,sparr0whawk,sdfhsdfhsj,Saboteur,83,1114430891,Dead
559,Al.WakeUpCall,lweqesxdcnxWEGOAGIAN,Berserker,83,1113274142,Dead
560,Mokoichi,omgiloveheist,Berserker,83,1112703511,Dead
561,Gorpmeat,SuperChargemann,Juggernaut,83,1112204071,Dead
562,falconk,FK_HeistKEKWPepegaHCSSF,Occultist,83,1111814000,Dead
563,ToodbooT,whathe_F,Trickster,83,1110737459,
564,Troge,RFTrogay,Inquisitor,83,1105855156,Dead
565,amdilol,amdi_endless,Slayer,83,1104698102,Dead
566,Noooova,StackStronkness,Juggernaut,83,1102950071,Dead
567,Leks222,Virakocza,Occultist,83,1099787144,
568,TheAdvantage63,dozensofus,Hierophant,83,1099338507,Dead
569,Littleboots00,Littleboots_NTS,Pathfinder,83,1099160385,
570,sngea6010,BROWM_U,Saboteur,83,1096169525,Dead
571,phuaoyama,_POTATO_CHIPS_,Necromancer,83,1096169525,Dead
572,cantagalo,Heistunde,Assassin,83,1096169525,Dead
573,ragingsquirrel,endless_rf_heisty,Inquisitor,82,1087021446,Dead
574,Blaad89,HeistDeezNutsFour,Saboteur,82,1086914493,Dead
575,Almateran,Almateran_End,Juggernaut,82,1084156439,Dead
576,IngiExile,SpizdilBuildiPohuy,Berserker,82,1082532025,Dead
577,trueno2,KenTwoBoringHeist,Ascendant,82,1080740983,
578,Baemaxed,bmaxed_Elysdeon,Slayer,82,1076759849,
579,Zlowpoke,LastGoDie,Inquisitor,82,1076418643,Dead
580,Dranzogger,greatandpowerfuldoctor,Trickster,82,1076336458,Dead
581,stalkingjackal,GammaDoorEnjoyer,Necromancer,82,1075323783,Dead
582,evaldasltt,lookinkgforlevels,Gladiator,82,1074216451,Dead
583,phopo,HeistDoorsOpenYou,Occultist,82,1072557140,Dead
584,reh,Polka_Owaruka,Ascendant,82,1070569193,Dead
585,SeanJohnsonSucks,BatChestingYourBatChest,Juggernaut,82,1070233289,Dead
586,Elektrikas,MerfasEHeist,Raider,82,1068448693,Dead
587,Astranim,СРАЧ_КРУГОМ,Gladiator,82,1066122678,Dead
588,ereality_person,HardBassTTV_BurningASS,Chieftain,82,1064601194,Dead
589,inBRAVE,dietolaghiha,Saboteur,82,1062770916,Dead
590,Barbaskön,HelmoNotHavingFun,Ascendant,82,1060043212,Dead
591,DaddyGwozdziu,FkYourLifeBINGBONG,Ascendant,82,1056845871,Dead
592,thefedge,Fedge_JustPassinThrough,Hierophant,82,1056633085,Dead
593,Chrys,Bonesoyisready,Juggernaut,82,1056602472,Dead
594,déspair,DESPAIR_ENDLESS_MISERY,Berserker,82,1054400600,
595,nimroz,hehenesys,Guardian,82,1051034595,Dead
596,WhyDoIEvenExist,CockㆍBlood,Ascendant,82,1050433946,Dead
597,PolishImmigrant,WinterWonderTide,Occultist,82,1048911640,Dead
598,HoppeTV,Hoppe_TRheist,Champion,82,1047706829,Dead
599,Grobitos,MaRondelleEstPrête,Hierophant,82,1044809157,Dead
600,rustunooldu,PlsNoTrapsAgain,Assassin,82,1044307567,Dead
601,jxn,jxnHeistDocArrive,Raider,82,1041740059,Dead
602,kepchuk88,_CC_CCCCCCCCCC,Champion,82,1040809099,Dead
603,casualcarpet,TrickyPoops,Trickster,82,1034392114,Dead
604,Phuzioncrue,HottestofPantsXx,Occultist,82,1034353110,Dead
605,crankyzola,MINIONNEX,Necromancer,82,1033831942,Dead
606,nikoon,NikonTestingTraps,Saboteur,82,1033624992,Dead
607,xnoctum,NoctumCultist,Occultist,82,1033543689,
608,ManaStacker,가끔미치도록네가안고싶어질때가있어,Deadeye,82,1033397743,Dead
609,dslily,endlesspainwintertide,Elementalist,82,1031764478,
610,Stiiz,heistrfstz,Inquisitor,82,1030384172,
611,DonutBig,IdiedPeter,Necromancer,82,1027202437,Dead
612,Kazomb,Cantopendoors,Champion,82,1026822759,Dead
613,Noobsaur9201,lastimeopeningdoors,Gladiator,82,1023757031,Dead
614,Iravolo,RealHeistEnjoyer,Champion,82,1023350650,Dead
615,Frozen_Goosy,Heist_Sleepomode,Occultist,82,1022055243,Dead
616,DrJooms,JoomsHeiroYall,Hierophant,82,1021605362,Dead
617,Segafredo,SegafredoRF,Inquisitor,82,1020257268,Dead
618,zetz44,ZETZ_Scourge_EH_C,Champion,82,1018295392,
619,Luka3,HCSSFMRTHARDMODE,Deadeye,82,1017273417,Dead
620,FreemanNova,TokPhys,Gladiator,82,1012395305,
621,badoobmx,FahQue,Champion,82,1012375186,
622,gibastix,GreshinaㆍI,Pathfinder,82,1012173058,Dead
623,NorToXz,EndHeistRF,Inquisitor,82,1009443795,Dead
624,yusi418,Nxxnxxn,Inquisitor,82,1009443795,Dead
625,laom,AHLDWUAH,Guardian,82,1009443795,Dead
626,KongValfar,KongExplosiveDiarrhea,Chieftain,82,1009443795,Dead
627,soze,SozeIgniteHeist,Raider,81,1005936913,
628,MinskToe,찍먹은할배지,Hierophant,81,1000790747,Dead
629,취약점,Lionclad,Champion,81,997608958,Dead
630,Poweragex,Ppoweraged,Saboteur,81,996927249,Dead
631,aBlueTurtle,NewDemiOldTurtle,Inquisitor,81,996322035,Dead
632,joseqi,neverplayededbefore,Trickster,81,993889195,Dead
633,idkcsb,FOR_SKIN,Occultist,81,992615232,Dead
634,DarkShaggy,Chickina,Ascendant,81,991446588,Dead
635,maiself2,maidreisterheister,Gladiator,81,989854944,Dead
636,Draffon,Draff_End_Heist,Juggernaut,81,985865682,
637,Verbatim12,Rvsk_EndlessHeist,Saboteur,81,984572192,Dead
638,edisto,Raubzug_,Inquisitor,81,983394184,Dead
639,JORÖR_KALSONG,OPENING_DOOR_ENTHUSIAST,Raider,81,983332958,Dead
640,Feranesco,FeranescoII,Occultist,81,977970762,Dead
641,TheSkaw,DoctorKrangleMinion,Necromancer,81,972359289,Dead
642,SxOxBx,KrzysH,Raider,81,968358717,
643,Charliebrize,eventcharliebrie,Inquisitor,81,967900795,Dead
644,waveyWHUT,heistpoppingpigeons,Occultist,81,967703287,Dead
645,2568652134932165,CF_HEIST_LEL,Gladiator,81,967260453,Dead
646,sacramouss,TrapaMouss,Saboteur,81,966956236,Dead
647,Guen,GuenELH,Saboteur,81,966817359,Dead
648,wi5epig,Szaph,Guardian,81,963794514,
649,KeHaven,Omnisphera,Inquisitor,81,963255099,Dead
650,Houmaftw,Poisonousrazebi,Pathfinder,81,962256912,Dead
651,x_MORiARTY_x,ㆍㆍdㅇㅇrknㅇbㆍㆍ,Occultist,81,962126056,Dead
652,RabydPanda,RabydXEqualsIceCubed,Occultist,81,960523912,Dead
653,Mozzie,heistymuley,Gladiator,81,959297933,Dead
654,Kanobe,SlingingFlasks,Pathfinder,81,951579308,Dead
655,aa019,네진짜해볼게염_한무강탈,Occultist,81,949523486,Dead
656,xiangditan,xBabyDBlow,Guardian,81,943928685,Dead
657,FelQuiste,vV_mRdin_Heist_,Champion,81,941300753,Dead
658,xx슈퍼맨xx,xx피카츄xx,Hierophant,81,941118099,Dead
659,anksol,SorrowGL,Champion,81,940504859,
660,rheeseungjoo,malice_heist,Elementalist,81,939922833,Dead
661,Falenor69,Dangheistsagain,Juggernaut,81,939613169,Dead
662,doverAthletic,mneKAKATb,Occultist,81,936820240,Dead
663,Larry_smith1,helix_heist_ch,Champion,81,936337221,Dead
664,raamitettu,painavana,Inquisitor,81,935472510,
665,virtuelle_Penetration,Prinzip_,Champion,81,935414176,Dead
666,myofee,Akiyendlessdoors,Chieftain,81,930217474,Dead
667,2BuckChuck,trapGOeHeist,Saboteur,81,929510890,Dead
668,urvshabon,FLurffffffff,Guardian,81,929397348,
669,Liebreiz,FucksHarder,Ascendant,81,929261318,Dead
670,GAARApro,MufuyuXX,Elementalist,81,929261318,Dead
671,crabemaster,IKnewItWouldEndLikeThis,Champion,81,929261318,Dead
672,Sej123,Generals_Shield_Crush,Berserker,81,929261318,Dead
673,sengge,빙글빙글성게,Ascendant,80,924495677,
674,idimba,DimbaHeistAgain,Hierophant,80,921053011,Dead
675,Luvidiel1,Heist_BlockyBlock,Champion,80,920663892,Dead
676,oNoLifeGaming,SuperOmegaBigBrainTRWOW,Champion,80,920352790,Dead
677,HH6djE8RJf,NoTimetToDie,Necromancer,80,918857494,Dead
678,Karamon10,BadDotCom,Champion,80,918736839,Dead
679,Hcshooter,TheFirstHeroMarauderII,Chieftain,80,915350654,Dead
680,Lookscreative,WhatAmIBeing,Inquisitor,80,914250389,
681,whatta97,whattasschcparttwo,Ascendant,80,913286741,Dead
682,BornToDieeeee,HMM________________,Elementalist,80,912231357,Dead
683,Elzix07,Temp_Endless_HCSSCBTW,Guardian,80,912150780,
684,Caktuzz,TEEHEENANDAYO,Saboteur,80,911369246,
685,DauntiN,LSLESBIAN,Raider,80,910345016,
686,kepchuk88,_DD_DDDDDDDDDD,Assassin,80,906262423,Dead
687,Aestryl,oooohdeer,Saboteur,80,906014257,Dead
688,GameBack02,HC_PAIN_HC_PAIN_HC_PAIN,Chieftain,80,905944004,Dead
689,Dysmal,AbissㆍBoundlessㆍLarceny,Guardian,80,902722618,Dead
690,RenDishen,smjndgfkuwyrkhsi,Slayer,80,900677060,Dead
691,moon2to,첨해보는지진,Saboteur,80,899683336,Dead
692,sputtnick,Fantastiskalars,Inquisitor,80,898443487,
693,firstsnow146,첫눈무한강탈,Saboteur,80,894084713,
694,talleyhooo,GentlemansLady,Inquisitor,80,893817310,
695,beaktrots,adfoughadfougaerg,Slayer,80,893663604,Dead
696,Prisonshankz,SkeliDeli,Necromancer,80,893234312,Dead
697,TheAkuma89,DiesMalWirdsSupi,Inquisitor,80,892452641,
698,Pillsbury_Doughboy,Summon_Raging_Jew,Guardian,80,892326965,
699,ultraglue,uendlessdocleave,Berserker,80,892325649,Dead
700,Larry_smith1,dfdfgghhgnghj,Raider,80,890013903,Dead
701,Radoslove,AlmostBurndDHouseAsAKid,Ascendant,80,889686782,Dead
702,TheBlurry,Blurry_BlossomingFlower,Elementalist,80,889347640,
703,viniciusxis,rharvr,Ascendant,80,888822289,Dead
704,RussRaidBosss,Ruzzell,Raider,80,887730870,
705,laom,Jigachid,Assassin,80,887147402,Dead
706,NoriTwitch,NoriHeistThree,Occultist,80,885895236,Dead
707,alvin0phen,wisetrapperH,Saboteur,80,885099457,
708,Leks222,Zombikombi,Necromancer,80,884494781,
709,IBabe003,FoufouneEnFeu,Inquisitor,80,883763360,Dead
710,cumberland,dfghjklkjfdsdfghjklkjhg,Ascendant,80,882304817,Dead
711,Brokenrocketpod,healingtidetotems,Hierophant,80,881334922,Dead
712,heiji17,HeijiZZZ,Assassin,80,880740828,Dead
713,Shahrooh,ShahKing_SgHI,Gladiator,80,880150400,
714,DunklerKoenig,GettingOneShotPartThree,Gladiator,80,878735253,Dead
715,merko1234,MerkoHiest,Guardian,80,877869866,Dead
716,Dartavn,DhartPoisonChamp,Champion,80,877097684,
717,minhlong93,gadggggggggggg,Raider,80,876463951,
718,Pengooin,Fabe_EndlessHeist,Guardian,80,873581493,
719,Apen,Apenrrrrfd,Elementalist,80,873496049,Dead
720,alefa88,PainshatterChristmas,Berserker,80,873427471,Dead
721,Fustosus,_Rusty_Shakcleford_,Chieftain,80,873052643,Dead
722,krokam132,sadadadadaw,Elementalist,80,871689833,
723,D4wdl,buttmanx,Guardian,80,870420898,
724,Almahid,AnalnyRozpierdolTrzy,Hierophant,80,868771435,
725,Sarrom107,Sarrom_TheLastHeist,Berserker,80,868216634,
726,DFen,ChiefChewsWithButt,Chieftain,80,868104518,
727,kettususi,TurrMurr,Assassin,80,866871336,
728,XIIKKO,Xico_ElBleedo,Gladiator,80,865939726,
729,stonith,MaliciousGiraffe,Inquisitor,80,865741497,
730,kirishimateamaster,kiri_tenthousanddoors,Occultist,80,865355738,
731,Costovich,Cost_P,Necromancer,80,864069899,
732,Kellogica,Keldedok,Inquisitor,80,863312548,
733,LunaTie,Luan_antrom,Slayer,80,862183242,
734,bezivan,Night_Heist,Inquisitor,80,862112550,
735,Savage_Scream,DeathByDoorsYEP,Necromancer,80,861858411,
736,Poweragex,PoweragedVorishka,Inquisitor,80,861695489,Dead
737,Jack_Straw,BloodyMaryMorning,Saboteur,80,861081962,
738,Sarrom107,Sarrom_LovesBlackBalls,Deadeye,80,859743791,
739,Rorzy,Helix_Rorz,Raider,80,859089570,Dead
740,tonygoodwin,TommyINHeist,Occultist,80,859070986,
741,nachette,Jefrinhastaelfin,Pathfinder,80,857623649,
742,하이델른,immun사이온,Ascendant,80,857407565,Dead
743,Exzert366,Black_Glow,Elementalist,80,857082839,
744,Kedvin,kawaiifu,Elementalist,80,856851156,
745,exclusiveeee,AQZCV,Pathfinder,80,856404714,Dead
746,ineout,인연_강탈_SSFHC_미쳤지오,Pathfinder,80,856347749,
747,Stealthwing,EndlessHeistPenisAgain,Deadeye,80,856189598,
748,fromzp,Takitakvot,Trickster,80,856131377,
749,PhCh15_HC,NepoCasual,Saboteur,80,855736159,
750,Dalar025,Songart,Champion,80,855623934,
751,KingOfTomatoes,FixTheServersPlz,Deadeye,80,855487149,
752,ShaneDavis,Endless_Acolyte,Saboteur,80,855486674,Dead
753,3DPower3D,powertok,Occultist,80,855399603,
754,doggykisses,sucks,Inquisitor,80,855246131,
755,Worlds_Finest,WF_EndlessHiestNecro,Necromancer,80,855129128,Dead
756,Gnomex82x,Good_of_Fire,Inquisitor,80,855129128,Dead
757,GAARApro,MufuyuLP,Saboteur,79,848028826,Dead
758,Ishibashisan,zakobashi,Necromancer,79,846550464,Dead
759,AnTiCkY,nhtO,Trickster,79,846338904,Dead
760,kzuber,Zoobagoobaz,Raider,79,844674050,Dead
761,faududu,xxxxxxxaxaxxxxaxax,Saboteur,79,843948630,Dead
762,hamuri,aaru_enhei,Inquisitor,79,842601062,Dead
763,Fusion29,FuSiOn_EH_One,Champion,79,841142522,Dead
764,KnightOfTheWhiteMuffin,CommandTheFire,Elementalist,79,840860425,Dead
765,jonikus69,Mololitaa,Necromancer,79,839574903,Dead
766,Muximusic,MuxiBeira,Elementalist,79,838844549,Dead
767,mishfire,freeMTXfarmer,Assassin,79,838606512,Dead
768,HH6djE8RJf,EndlessdDeath,Necromancer,79,837359410,Dead
769,sportback313,FirstHCstarter,Occultist,79,836670109,Dead
770,MyenVar,Myen_ThePillarReturns,Ascendant,79,836198585,Dead
771,DunklerKoenig,EndlessHeistCharHCNoONe,Inquisitor,79,835135907,Dead
772,MyAccountGotRemoved,FlenDoors,Deadeye,79,833771551,Dead
773,Bleave,DDTemplar_,Inquisitor,79,832994404,Dead
774,jcdodee,Jydod,Guardian,79,832336805,Dead
775,ChueanXion,ülkeninanasinisiktiniz,Assassin,79,831540549,Dead
776,tarilen,Trappadappam,Saboteur,79,831329793,Dead
777,Grubbzor2,Gore_PainChump,Occultist,79,831023217,Dead
778,xtRuzzo,MartinThwait,Inquisitor,79,830338767,Dead
779,Hodjy,WitchierWoman,Necromancer,79,829940483,Dead
780,IzuveR,IzuveRHeist,Hierophant,79,829857701,Dead
781,BiggerNick,WinningByLosingRO,Deadeye,79,829657316,Dead
782,Dabugger,InfameGO,Champion,79,829284913,
783,jedi800,VeracityHeist,Necromancer,79,826604958,Dead
784,Choco5_reo,다팔고튀어라,Hierophant,79,826566810,Dead
785,Akkon,AkkonDead,Deadeye,79,825351136,Dead
786,Delphinol,DelphHeister,Saboteur,79,822004576,Dead
787,Scooba82,Scooba_EndlessHeist,Occultist,79,821614679,Dead
788,Lesilesi,PetuniyaHeist,Occultist,79,820799541,Dead
789,Akuyaku,RFsatEHCD,Occultist,79,820436615,Dead
790,yuwy,Yuwy_BallsDeep_RF_LUL_I,Inquisitor,79,819689913,Dead
791,불건전계정명49,야드랑이성애자,Trickster,79,817566627,Dead
792,arpgaddict,NotEATotems,Hierophant,79,816720630,
793,VernerHerzog,Kwerkee,Raider,79,816000621,
794,jetrobot,TheWhiteOJ,Hierophant,79,810107297,Dead
795,Spazolaman,EndlessBirding,Chieftain,79,809808923,Dead
796,Varkorium,XmasChief,Chieftain,79,808648249,
797,Orbitis,leln,Inquisitor,79,808302070,
798,Nonnikrummi,explosionarro,Ascendant,79,807744984,Dead
799,Zmeister,Masochismnumbaone,Slayer,79,804349225,Dead
800,StrainKing1,TenticleTickle,Ascendant,79,804280917,Dead
801,Wolfgang0,WollE_Bur,Inquisitor,79,803858612,
802,Regikoko,RadicalRegi,Ascendant,79,803590126,
803,persian9,persiheistii,Necromancer,79,803362445,Dead
804,Wotiki,Cockolo,Pathfinder,79,802748873,Dead
805,pishuQ,Heistshu,Deadeye,79,802522781,Dead
806,Bloodspelll,Nummer_vier__,Saboteur,79,800335367,Dead
807,rejije01,xcasdasfdfwefwe,Champion,79,798947858,Dead
808,fall35,TobiStealsPain,Trickster,79,795597514,Dead
809,JamesZ2021,tiwi_endless,Inquisitor,79,795372402,Dead
810,rollingnexus,dwdadfrtdfhtf,Pathfinder,79,791102201,Dead
811,marrconi,Syn_Jedrzeja_i_Janinki,Pathfinder,79,790775371,Dead
812,PekkaKokko,BaxtersDickIsOnFire,Inquisitor,79,790694824,Dead
813,Xhye,XhyeㆍBigChonker,Chieftain,79,790474064,Dead
